JJR	lunch	0	7.070135746606335e-05
NP_CD	Cheapest	0	0.00012637432073802604
NX_NN	Nashville	0	4.452161524420106e-05
CC	are	0	3.7947783849423196e-05
VBN	go	0	4.8887802493277926e-05
FRAG_WHNP'	Minneapolis	0	0.00024826216484607745
VBP	Tacoma	0	9.99000999000999e-05
ADVP	many	0	4.543182953977557e-05
PP	coach	0	4.063388866314506e-05
NP_PRP	those	0	0.00048146364949446316
NNS	from	0	0.00039635354736424893
FRAG_WHNP'	o'clock	0	3.7376191366099795e-05
PDT	Jersey	0	0.00013137151865475564
WHNP	like	0	9.508414947228297e-05
VP_VBG	on	0	3.5823034210997674e-05
FRAG_NP_NNS	Wednesday	0	0.00010312467773538208
IN	round	0	4.885197850512946e-05
NX_NN	Airlines	0	5.2988554472234e-05
RB	lives	0	0.00019033117624666921
SBARQ'	What	0	5.813615487471659e-05
FRAG_VP'	that	0	0.0002176278563656148
JJS	be	0	4.391743522178305e-05
QP	Do	0	0.00046511627906976747
JJR	airline	0	0.0001004419445560466
SBARQ	on	0	3.5686246520590966e-05
FRAG_PP	.	0	4.9877799391490845e-05
FRAG_ADJP_JJS	leaving	0	0.0015723270440251573
NP_DT	County	0	3.9647926413448574e-05
ADVP_RBS	Now	0	3.594536304816679e-05
CD	July	0	6.80040802448147e-05
INTJ_UH	better	0	0.00023496240601503758
ADVP	S	0	6.237914041544508e-05
FRAG_ADJP_JJ	Las	0	5.743165632896853e-05
PDT	one	0	3.8380349261178276e-05
X_S_VP	leaving	0	0.001443001443001443
VP_VB	at	0	7.326544069162575e-05
QP	Please	0	0.0003078817733990148
SQ_VP'	today	0	0.00028677946659019213
JJS	Southwest	0	8.920606601248885e-05
SQ'	Flight	0	3.844379517145933e-05
MD	show	0	3.998240774059414e-05
SBAR	those	0	0.0005200208008320333
WHNP	six	0	0.000782472613458529
ADJP	at	0	7.284912945290303e-05
ADJP_JJR	York	0	4.525091633105571e-05
X_S_VP'	next	0	6.755387421468622e-05
RBS	aircraft	0	0.0001772735330615139
JJS	stopovers	0	4.225114078080108e-05
NP_NNPS	Phoenix	0	0.00011668611435239207
FRAG_NP	forty	0	7.221259387637204e-05
NP_NNPS	Boston	0	0.00020475020475020476
NP_NNP	Paul	0	7.659313725490196e-05
FRAG_NP_NNP	Los	0	8.873901854645488e-05
NX	ten	0	4.134281461881925e-05
JJR	July	0	6.87616035205941e-05
ADJP_JJR	weekdays	0	4.292582417582418e-05
SYM	Baltimore	0	0.00013877324451845685
ADJP	return	0	0.00011183180496533214
FRAG_VP'	meals	0	4.1271151465125874e-05
FRAG_NP_NNP	F	0	7.429420505200594e-05
WDT	S	0	6.185056902523504e-05
SQ_VP'	Nashville	0	4.439708755105665e-05
WHNP_WHNP	need	0	0.0004411116012351125
FRAG_WHNP'	arrives	0	4.635853692457466e-05
NP_DT	<unk>	0	0.0007012622720897616
SQ_VP'	Oakland	0	0.00017003910899506886
NP_DT	Saturday	0	3.621351488375462e-05
TO	need	0	0.000407000407000407
VP_VBG	airfare	0	3.5693889206167905e-05
VP_VBG	dollars	0	0.00020876826722338206
ADJP'	What	0	5.837711617046118e-05
NN	stopovers	0	4.171185450905147e-05
PUNC	July	0	6.642311524410495e-05
NX'	Phoenix	0	0.00011704119850187266
NNP	three	0	5.397236614853195e-05
NP_DT	eleven	0	5.3367488525989965e-05
ADVP_RBS	dollars	0	0.00020859407592824363
WHNP_WHNP	Does	0	8.107012565869477e-05
JJS	F	0	7.406858751203614e-05
DT	coach	0	4.149033275246868e-05
ADVP_RB	Departing	0	6.580246101204185e-05
NP_NNS	With	0	4.896200548374461e-05
PP_IN	All	0	9.94431185361973e-05
PP_IN	first	0	7.49288176232579e-05
NNP	it	0	9.043226623259179e-05
S_VP'	City	0	7.536362951239732e-05
SQ_VP	visit	0	4.767125899795013e-05
FRAG'	City	0	7.581501137225171e-05
PP'	make	0	0.000142025280499929
SBAR_S_VP	do	0	4.208754208754209e-05
SBARQ'	Shortest	0	6.937218175511619e-05
SBAR_S_VP	Newark	0	3.9283469516027656e-05
PUNC	Now	0	3.532071206555524e-05
FRAG_NP_NNS	Okay	0	0.00026198585276395077
S_VP'	Phoenix	0	0.00011516756881262236
VBZ	Last	0	0.00015119443604475356
NP_DT	On	0	0.0001643655489809336
FRAG'	Phoenix	0	0.00011622501162250116
S_VP_VBG	Orlando	0	0.00010842459069717012
MD	between	0	0.00012251899044351874
VBD	way	0	0.0011655011655011655
SQ_VP	oh	0	6.667111140742716e-05
NX_NN	has	0	0.000791765637371338
INTJ_UH	Charlotte	0	4.6085073044840775e-05
X_JJ	July	0	6.855889208830385e-05
WDT	today	0	0.0002849002849002849
WDT	earliest	0	3.712641544458882e-05
JJ	all	0	6.462870807212564e-05
NX_NN	many	0	4.532475184698364e-05
FRAG_ADJP_JJ	dinner	0	6.483822861959411e-05
PP'	airfare	0	3.561760934606069e-05
QP	ground	0	8.052826542116283e-05
FRAG_NP_NNP	be	0	4.399665625412469e-05
WHNP	stopovers	0	4.2060988433228184e-05
NN	American	0	7.514841812579845e-05
X_S_VP	hours	0	7.73814129846011e-05
VP_VBN	least	0	0.00010610079575596818
X_SBARQ	business	0	9.518370454978108e-05
X_S_VP	Nonstop	0	0.00012758356723653993
JJS	show	0	4.005607850991388e-05
NX_NN	than	0	0.0002313208420078649
WRB	leaving	0	0.0016501650165016502
ADVP	show	0	4.0154192097655e-05
VBD	aircraft	0	0.00017812611328820805
WHADJP	codes	0	0.00027570995312930797
NP_NNPS	for	0	3.60893572485474e-05
X_S_VP	from	0	0.00042408821034775233
NX_NN	Milwaukee	0	0.0021551724137931034
S	Any	0	0.0001365001365001365
S_VP	many	0	4.503490204908804e-05
JJ	Guardia	0	4.936808846761453e-05
JJR	N	0	4.113364320677882e-05
JJ	Thank	0	7.31047591198187e-05
X_JJ	Please	0	0.00031017369727047146
S_VP	Ground	0	0.0001036591686534674
ADJP'	<unk>	0	0.0007092198581560284
NN	the	0	6.250390649415588e-05
FRAG_VP	return	0	0.00011220825852782765
ADJP_JJR	way	0	0.00125
WHNP	Nonstop	0	0.00012619888944977284
VBP	Thursday	0	0.0003654970760233918
FRAG_VP	apart	0	0.00011887779362815027
FRAG_NP'	P	0	5.608839531101015e-05
S_VP	Okay	0	0.0002521432173474534
WHNP_WHNP	Minneapolis	0	0.0002462447672986949
JJS	any	0	4.0541636260439473e-05
NP_DT	o'clock	0	3.7429352097915186e-05
FRAG_NP_NNP	from	0	0.00043554006968641115
RB	cost	0	8.671522719389525e-05
ADVP	here	0	0.00021413276231263382
TOP	N	0	4.0249547192594086e-05
X_S_VP	latest	0	0.00035014005602240897
NX_NN	Price	0	4.244662337111083e-05
SBAR	Saturday	0	3.61794500723589e-05
X_S_VP	Dallas	0	3.5491198182850654e-05
NNS	Dallas	0	3.528457005751385e-05
VBZ	show	0	3.9910600255427844e-05
NP_NP_EX	How	0	0.0001299545159194282
WHADVP_WRB	has	0	0.0007836990595611285
NP	Saturday	0	3.5231116121758736e-05
IN	Show	0	0.00011353315168029064
FRAG_VP	aircraft	0	0.00017777777777777779
FRAG_NP_NNS	be	0	4.394831677946735e-05
VBG	today	0	0.0002933411557641537
S_VP_VBG	all	0	6.492241771083555e-05
ADVP_RBS	or	0	0.0002566735112936345
VBG	earliest	0	3.7266154878139676e-05
FRAG_NP_NNS	ones	0	5.137954066690644e-05
SBARQ	Phoenix	0	0.00011516756881262236
NP_NNP	numbers	0	0.00017911517105498835
WP	Now	0	3.5924701824974855e-05
IN	eight	0	0.00014671361502347418
PP'	twelve	0	4.673770798280052e-05
NX	J	0	0.00014830194275545008
POS	Toronto	0	0.00010768899418479432
X_S_VP'	three	0	5.529138560212319e-05
TOP	twelve	0	4.576030750926646e-05
VP_VBN	one	0	3.8356794906217635e-05
NP_DT	with	0	3.996323382488111e-05
NP_NN	lives	0	0.00018975332068311195
WDT	Monday	0	9.72100709633518e-05
TO	Do	0	0.00042426813746287653
FRAG'	Wednesdays	0	0.00030102347983142685
VP'	Nashville	0	4.4489923032433154e-05
JJS	Return	0	9.249838127832763e-05
S_VP'	A	0	0.00018191740949608878
NP_PRP	a.m	0	5.371146202599635e-05
S	evening	0	0.0001874062968515742
WDT	Any	0	0.00013520822065981613
FRAG_WHNP'	night	0	0.00013308490817141337
NNP	Nonstop	0	0.00012099213551119177
PRT_RP	price	0	0.0001552312946289972
FRAG_NP_NN	's	0	0.00014669209329617132
RBR	other	0	4.37177581533619e-05
NNS	Cincinnati	0	6.258605582676179e-05
VP_VB	evening	0	0.00018942981625307822
SBAR	arriving	0	3.824969400244798e-05
NNS	F	0	7.306736811340056e-05
CD	twenty	3	0.00019340489314379654
NNP	two	0	0.00016730801405387318
NNP	any	0	3.9818427968463806e-05
NNP	coach	0	4.1123493852037666e-05
NP_CD	as	0	4.172926055750292e-05
SYM	Petersburg	0	6.106124442816144e-05
WHADVP_WRB	Monday	0	9.790483649892304e-05
VP_VBZ	List	0	9.678668215253581e-05
FRAG_NP	earliest	0	3.7165049986992234e-05
VBD	afternoon	0	0.00011761938367442955
QP'	is	0	8.181297553792031e-05
ADJP	dollars	0	0.00020588840848260242
X_JJ	at	0	7.305669199298655e-05
SQ_VP	Thanks	0	0.00010967317394165388
VB	morning	0	0.00032797638570022957
S'	coach	0	4.1992105484168974e-05
CD	A	0	0.00018060321473722233
VB	lunch	0	6.986655488017886e-05
X_JJ	that	0	0.00021649707728945658
CC	J	0	0.0001489203276247208
JJR	evening	0	0.0001895734597156398
NP_DT	arrive	0	3.634513338663953e-05
NN	leaving	0	0.0010224948875255625
SBAR_S_VP	N	0	4.1052588365696454e-05
SYM	less	0	4.318721658389117e-05
SBAR	Francisco	0	7.202016564638099e-05
NX	forty	0	7.235366471311772e-05
VP_VBG	Los	0	8.873114463176575e-05
TO	Newark	0	3.893626134018611e-05
X	New	0	7.665184730952016e-05
ADJP_JJR	ground	0	8.108327252087895e-05
INTJ_UH	Sunday	0	5.153842189352162e-05
S	less	0	4.314994606256742e-05
S	Tuesday	0	0.00016046213093709883
VBD	tomorrow	0	0.0001513317191283293
JJS	Delta	0	0.0002830455703368242
X	afternoon	0	0.00011818933932159319
FRAG'	First	0	9.346667912889055e-05
ADJP	nonstop	0	7.981482959533881e-05
FRAG_NP'	cheapest	0	0.00010351966873706004
PP_IN	Fares	0	6.159152500615915e-05
FRAG_VP	First	0	9.33968431867003e-05
VB	less	0	4.294979169351029e-05
RB	Price	0	4.2387249915225503e-05
FRAG_NP_NNS	after	0	3.899091511677779e-05
QP'	arrives	0	4.6311304589450285e-05
VBG	Coach	0	0.0003215434083601286
VP	Round	0	4.312017593031779e-05
VP_VBG	Milwaukee	0	0.0023094688221709007
NP_DT	need	0	0.0004553734061930783
NP_NNS	three	0	5.5163283318623126e-05
NX_NN	five	0	3.65644082050532e-05
PRT_RP	nine	0	0.001692047377326565
FRAG_NP_NN	Flight	0	3.852376916557516e-05
DT	morning	0	0.0003155569580309246
NN	From	0	6.29009938357026e-05
VBN	Dulles	0	4.494180036852276e-05
WHADJP	served	0	3.7100244861616084e-05
FRAG_NP'	want	0	6.15839389087326e-05
CD	between	0	0.00012161011796181443
ADJP	Does	0	8.108327252087895e-05
JJR	Please	0	0.00031446540880503143
NP	The	0	0.0004222972972972973
S	The	0	0.0006079027355623101
FRAG_ADJP_JJS	D	0	5.116659844453541e-05
X_TO	Round	0	4.334257975034674e-05
SQ_VP	Last	0	0.00015323322096230462
QP'	On	0	0.00016278691193228064
WP	type	0	3.671206725650721e-05
S	Wednesday	0	0.00010289124395513942
JJR	make	0	0.00014357501794687725
X_S_VP'	With	0	4.9062898636051415e-05
NX	Ground	0	0.00010488777008600797
